source_catalog_id,slug,accepted_scientific_name,scientific_name_authorship,taxon_authority,taxon_authority_id,taxon_status,synonyms,preferred_ja_name,ja_aliases,preferred_en_name,en_aliases,category,rank,phylum,class,order,family,observed_depth_min_m,observed_depth_max_m,spawn_depth_min_m,spawn_depth_max_m,habitat_tags,ocean_regions,game_rarity,spawn_weight,spawn_conditions,behavior_id,score,asset_id,taxonomy_source_url,depth_source_url,fact_ja,fact_source_url,image_reference_url,last_verified_at,research_status,notes
F001,eurypharynx-pelecanoides,Eurypharynx pelecanoides,"Vaillant, 1882",WoRMS,127165,accepted,[],フクロウナギ,[],Pelican eel,[],fish,Species,Chordata,Teleostei,Anguilliformes,Eurypharyngidae,500,7625,500,6000,"[""deep_sea"",""water_column""]",[],legendary,0.05,"{""depth_min_m"":500,""depth_max_m"":6000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":40}",swim,100,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,観察深度の出典記録は500–7625m。,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=FishBase: bathypelagic; reported depth range 500-7625 m. | size_note=Maximum 100 cm TL reported in FishBase. | visual_note=Greatly distensible mouth; extremely attenuated tail ending in luminous organ; scaleless eel-like body. | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_taxonomy_url_normalized=https://www.marinespecies.org/aphia.php?p=taxlist&tName=Eurypharynx+pelecanoides -> https://www.marinespecies.org/aphia.php?p=taxdetails&id=127165
I014,bathyctena-chuni,Bathyctena chuni,"(Moser, 1909)",WoRMS,265844,accepted,[],,[],Bathyctena comb jelly,[],gelatinous_plankton,Species,Ctenophora,Tentaculata,Cydippida,Bathyctenidae,50,3398,200,3398,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":3398,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",drift,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=265844,https://api.obis.org/v3/occurrence?taxonid=265844&size=1000,観察深度の出典記録は50–3398m。,https://api.obis.org/v3/occurrence?taxonid=265844&size=1000,https://dsg.mbari.org/dsg/view/concept/Bathyctena%20chuni,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from 50 records | size_note=body about 5 cm | visual_note=small transparent lobate comb jelly with visible comb rows | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I015,bathochordaeus-charon,Bathochordaeus charon,"Chun, 1900",WoRMS,103394,accepted,[],,[],Giant larvacean,[],gelatinous_plankton,Species,Chordata,Appendicularia,Copelata,Oikopleuridae,268,410,268,410,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":268,""depth_max_m"":410,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",drift,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=103394,https://api.obis.org/v3/occurrence?taxonid=103394&size=1000,観察深度の出典記録は268–410m。,https://api.obis.org/v3/occurrence?taxonid=103394&size=1000,https://dsg.mbari.org/dsg/view/concept/Bathochordaeus%20charon,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from available records | size_note=animal body a few cm and mucus house over 1 m | visual_note=tadpolelike body inside a large mesh mucus filter house | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I016,marrus-orthocanna,Marrus orthocanna,"(Kramp, 1942)",WoRMS,135494,accepted,[],,[],String jelly,[],gelatinous_plankton,Species,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,1,2010,200,2010,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2010,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",drift,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135494,https://api.obis.org/v3/occurrence?taxonid=135494&size=1000,観察深度の出典記録は1–2010m。,https://api.obis.org/v3/occurrence?taxonid=135494&size=1000,https://www.marinespecies.org/DeepSea/aphia.php?p=image&pic=64169&tid=135494,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=colonial body can exceed 1 m | visual_note=vertical siphonophore colony with swimming bells and fishing tentacles | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I017,erenna-richardi,Erenna richardi,"Bedot, 1904",WoRMS,135487,accepted,[],,[],Siphonophore,[],gelatinous_plankton,Species,Cnidaria,Hydrozoa,Siphonophorae,Erennidae,0,3500,200,3500,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3500,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",drift,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135487,https://api.obis.org/v3/occurrence?taxonid=135487&size=1000,観察深度の出典記録は0–3500m。,https://api.obis.org/v3/occurrence?taxonid=135487&size=1000,https://dsg.mbari.org/dsg/view/concept/Erenna%20richardi,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=colonial length variable | visual_note=long narrow colonial body with reddish feeding tentilla | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I018,bathyphysa-conifera,Bathyphysa conifera,"(Studer, 1878)",WoRMS,135480,accepted,[],,[],Cone siphonophore,[],gelatinous_plankton,Species,Cnidaria,Hydrozoa,Siphonophorae,Rhizophysidae,4022,4022,4022,4022,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":4022,""depth_max_m"":4022,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",drift,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135480,https://api.obis.org/v3/occurrence?taxonid=135480&size=1000,観察深度の出典記録は4022–4022m。,https://api.obis.org/v3/occurrence?taxonid=135480&size=1000,https://dsg.mbari.org/dsg/view/concept/Bathyphysa%20conifera,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS reported depth from 2 records | size_note=colonial length variable | visual_note=elongate stemmed colony with a dense siphosome and long fishing filaments | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I019,praya-dubia,Praya dubia,"(Quoy & Gaimard, 1833)",WoRMS,135466,accepted,[],,[],Giant siphonophore,[],gelatinous_plankton,Species,Cnidaria,Hydrozoa,Siphonophorae,Prayidae,0,3625,200,3625,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3625,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",drift,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=135466,https://api.obis.org/v3/occurrence?taxonid=135466&size=1000,観察深度の出典記録は0–3625m。,https://api.obis.org/v3/occurrence?taxonid=135466&size=1000,https://dsg.mbari.org/dsg/view/concept/Praya%20dubia,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=colonial length can reach many metres | visual_note=pair of swimming nectophores leading an extremely long transparent colony | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I020,bathochordaeus-mcnutti,Bathochordaeus mcnutti,"Sherlock, Walz, Schlining & Robison, 2017",WoRMS,1027018,accepted,[],,[],Blue-tailed giant larvacean,[],gelatinous_plankton,Species,Chordata,Appendicularia,Copelata,Oikopleuridae,50,1400,200,1400,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1400,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",drift,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1027018,https://pmc.ncbi.nlm.nih.gov/articles/PMC5159439/,観察深度の出典記録は50–1400m。,https://pmc.ncbi.nlm.nih.gov/articles/PMC5159439/,https://dsg.mbari.org/dsg/view/concept/Oikopleuridae,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=MBARI video reports usual 90 to 120 m and rare records to 1400 m | size_note=adult body 3 to 10 cm and mucus house about 1 m | visual_note=small trunk with a blue tail outline inside a large mucus filter house | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I021,architeuthis-dux,Architeuthis dux,"Steenstrup, 1857",WoRMS,342218,accepted,[],ダイオウイカ,[],Giant squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,0,1585,200,1585,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1585,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=342218,https://api.obis.org/v3/occurrence?taxonid=342218&size=1000,観察深度の出典記録は0–1585m。,https://api.obis.org/v3/occurrence?taxonid=342218&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle to about 2 m and total length over 10 m | visual_note=very long feeding tentacles with large sucker clubs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I022,mesonychoteuthis-hamiltoni,Mesonychoteuthis hamiltoni,"G. C. Robson, 1925",WoRMS,325299,accepted,[],,[],Colossal squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,50,3111,200,3111,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":3111,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=325299,https://api.obis.org/v3/occurrence?taxonid=325299&size=1000,観察深度の出典記録は50–3111m。,https://api.obis.org/v3/occurrence?taxonid=325299&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from 53 records | size_note=mantle to about 2.5 m and mass over 400 kg | visual_note=broad mantle with huge eyes and hooks on tentacle clubs | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I023,magnapinna-atlantica,Magnapinna atlantica,"Vecchione & R. E. Young, 2006",WoRMS,342363,accepted,[],,[],Atlantic bigfin squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Magnapinnidae,1000,4800,1000,4800,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":1000,""depth_max_m"":4800,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=342363,https://doi.org/10.2988/0006-324x(2006)119%5B365%3Atsfmmc%5D2.0.co%3B2,観察深度の出典記録は1000–4800m。,https://doi.org/10.2988/0006-324x(2006)119%5B365%3Atsfmmc%5D2.0.co%3B2,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=reported deep-sea sighting range in taxonomic literature | size_note=mantle about 25 cm with arm filaments several metres | visual_note=long arm and tentacle filaments bend at near right angles | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted | research_depth_url_normalized=https://doi.org/10.1111/j.1096-3642.2006.00277.x -> https://doi.org/10.2988/0006-324x(2006)119%5B365%3Atsfmmc%5D2.0.co%3B2
I024,vampyroteuthis-infernalis,Vampyroteuthis infernalis,"Chun, 1903",WoRMS,141887,accepted,[],コウモリダコ,[],Vampire squid,[],squid,Species,Mollusca,Cephalopoda,Vampyromorpha,Vampyroteuthidae,0,7800,200,6000,"[""deep_sea"",""water_column""]",[],legendary,0.05,"{""depth_min_m"":200,""depth_max_m"":6000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":40}",swim,100,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=141887,https://api.obis.org/v3/occurrence?taxonid=141887&size=1000,観察深度の出典記録は0–7800m。,https://api.obis.org/v3/occurrence?taxonid=141887&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=total length about 30 cm | visual_note=dark red webbed arms with photophores and large blue eyes | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I025,histioteuthis-reversa,Histioteuthis reversa,"(A. E. Verrill, 1880)",WoRMS,181381,accepted,[],,[],Reverse jewel squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,0,4332,200,4332,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":4332,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=181381,https://api.obis.org/v3/occurrence?taxonid=181381&size=1000,観察深度の出典記録は0–4332m。,https://api.obis.org/v3/occurrence?taxonid=181381&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 25 cm | visual_note=asymmetrical eyes and dense photophores over the mantle | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I026,histioteuthis-heteropsis,Histioteuthis heteropsis,"(S. S. Berry, 1913)",WoRMS,341868,accepted,[],,[],Strawberry squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,0,1480,200,1480,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1480,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=341868,https://api.obis.org/v3/occurrence?taxonid=341868&size=1000,観察深度の出典記録は0–1480m。,https://api.obis.org/v3/occurrence?taxonid=341868&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 30 cm | visual_note=one enlarged eye and a mantle studded with photophores | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I027,taningia-danae,Taningia danae,"Joubin, 1931",WoRMS,140609,accepted,[],,[],Dana octopus squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Octopoteuthidae,0,2489,200,2489,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2489,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=140609,https://api.obis.org/v3/occurrence?taxonid=140609&size=1000,観察深度の出典記録は0–2489m。,https://api.obis.org/v3/occurrence?taxonid=140609&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle to about 1.7 m | visual_note=two very large bioluminescent photophores on the arm tips | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I028,taonius-pavo,Taonius pavo,"(Lesueur, 1821)",WoRMS,139428,accepted,[],,[],Peacock squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,0,3449,200,3449,"[""deep_sea"",""water_column""]",[],uncommon,0.65,"{""depth_min_m"":200,""depth_max_m"":3449,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":16}",swim,25,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=139428,https://api.obis.org/v3/occurrence?taxonid=139428&size=1000,観察深度の出典記録は0–3449m。,https://api.obis.org/v3/occurrence?taxonid=139428&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 50 cm | visual_note=large eyes and a gelatinous translucent mantle in young stages | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I029,galiteuthis-phyllura,Galiteuthis phyllura,"S. S. Berry, 1911",WoRMS,341807,accepted,[],,[],Cranchiidae squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,0,2226,200,2226,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2226,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=341807,https://api.obis.org/v3/occurrence?taxonid=341807&size=1000,観察深度の出典記録は0–2226m。,https://api.obis.org/v3/occurrence?taxonid=341807&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 40 cm | visual_note=gelatinous transparent body with a long pointed tail | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I030,gonatus-onyx,Gonatus onyx,"R. E. Young, 1972",WoRMS,341859,accepted,[],,[],Clawed armhook squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Gonatidae,0,1289,200,1289,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1289,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=341859,https://api.obis.org/v3/occurrence?taxonid=341859&size=1000,観察深度の出典記録は0–1289m。,https://api.obis.org/v3/occurrence?taxonid=341859&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 18 cm | visual_note=muscular dark mantle with hooks on the arms | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I031,chiroteuthis-calyx,Chiroteuthis calyx,"R. E. Young, 1972",WoRMS,341796,accepted,[],,[],Calyx squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,0,1829,200,1829,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1829,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=341796,https://api.obis.org/v3/occurrence?taxonid=341796&size=1000,観察深度の出典記録は0–1829m。,https://api.obis.org/v3/occurrence?taxonid=341796&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 20 cm with a long tail | visual_note=elongate neck and tail with oversized eyes | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I032,bathyteuthis-abyssicola,Bathyteuthis abyssicola,"Hoyle, 1885",WoRMS,138848,accepted,[],,[],Deep-sea squid,[],squid,Species,Mollusca,Cephalopoda,Bathyteuthida,Bathyteuthidae,0,5014,200,5014,"[""deep_sea"",""water_column""]",[],very_rare,0.15,"{""depth_min_m"":200,""depth_max_m"":5014,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":30}",swim,75,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138848,https://api.obis.org/v3/occurrence?taxonid=138848&size=1000,観察深度の出典記録は0–5014m。,https://api.obis.org/v3/occurrence?taxonid=138848&size=1000,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 10 cm | visual_note=compact pointed mantle with broad fins and stout arms | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I033,joubiniteuthis-portieri,Joubiniteuthis portieri,"(Joubin, 1916)",WoRMS,879785,accepted,[],,[],Joubin's squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Joubiniteuthidae,0,2259,200,2259,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":2259,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=879785,https://api.obis.org/v3/occurrence?taxonid=879785&size=500,観察深度の出典記録は0–2259m。,https://api.obis.org/v3/occurrence?taxonid=879785&size=500,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 30 cm | visual_note=slender elongate squid with a pointed tail and long tentacles | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I034,mastigoteuthis-flammea,Mastigoteuthis flammea,"Chun, 1908",WoRMS,181383,accepted,[],,[],Fire whip-lash squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Mastigoteuthidae,0,1000,200,1000,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1000,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=181383,https://api.obis.org/v3/occurrence?taxonid=181383&size=500,観察深度の出典記録は0–1000m。,https://api.obis.org/v3/occurrence?taxonid=181383&size=500,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope from 6 records | size_note=mantle about 25 cm with very long tentacles | visual_note=slender body and whip-like elongate tentacles | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I035,octopoteuthis-deletron,Octopoteuthis deletron,"R. E. Young, 1972",WoRMS,342057,accepted,[],,[],Octopus squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Octopoteuthidae,0,1267,200,1267,"[""deep_sea"",""water_column""]",[],common,1,"{""depth_min_m"":200,""depth_max_m"":1267,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":12}",swim,10,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=342057,https://api.obis.org/v3/occurrence?taxonid=342057&size=500,観察深度の出典記録は0–1267m。,https://api.obis.org/v3/occurrence?taxonid=342057&size=500,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 20 cm | visual_note=octopus-like arms with luminous tissues and a tapered mantle | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
I036,ancistrocheirus-lesueurii,Ancistrocheirus lesueurii,"(A. d'Orbigny, 1835)",WoRMS,138747,accepted,[],,[],Sharpear enope squid,[],squid,Species,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,0,3948,200,3948,"[""deep_sea"",""water_column""]",[],rare,0.35,"{""depth_min_m"":200,""depth_max_m"":3948,""habitat_tags"":[""deep_sea"",""water_column""],""ocean_regions"":[],""respawn_cooldown_s"":22}",swim,50,,https://www.marinespecies.org/aphia.php?p=taxdetails&id=138747,https://api.obis.org/v3/occurrence?taxonid=138747&size=500,観察深度の出典記録は0–3948m。,https://api.obis.org/v3/occurrence?taxonid=138747&size=500,https://www.fao.org/docrep/014/i1920e/i1920e.pdf,2026-08-12,verified,source_checked_date=2026-08-06 | depth_evidence=OBIS returned-record depth envelope; 0 m can be tow interval | size_note=mantle about 40 cm | visual_note=large eyes and arm hooks on a muscular reddish mantle | image_rights=reference-only; rights verification required | spawn_depth_policy=observed-range intersection with 200-6000m | asset_status=reference-only; asset_id intentionally blank | synonyms=not asserted; only exact accepted WoRMS name was adopted
